,Category 0,Category 1,Category 2,Category 3,Latitude,Location,Longitude,Name,Out of Business,Price,Rating,Review Count
1762,Vietnamese,,,,33.7738951,"Garden Grove, CA",-117.9563836,Mama Tieu's,False,$,4.5,362
1763,Cocktail Bars,Asian Fusion,Tapas/Small Plates,,33.7749776882653,"Garden Grove, CA",-117.940765700616,Barcode,False,$$,4.5,241
1764,Vietnamese,Hot Pot,,,33.7738951,"Garden Grove, CA",-117.9563836,Oc & Lau Restaurant,False,$$,4.0,1370
1765,Laotian,Thai,,,33.7736792258459,"Garden Grove, CA",-117.959426707965,Royal King Elephant,False,$$,4.5,362
1766,Vietnamese,Caterers,Personal Chefs,,33.7675239,"Garden Grove, CA",-117.9424743,Chef Peter Hung,False,$,5.0,51
1767,Cajun/Creole,Seafood,,,33.773258,"Garden Grove, CA",-117.956507,Submarine Crab,False,$$,4.5,782
1768,Noodles,,,,33.7562799,"Garden Grove, CA",-117.95433,Grandpa's Kitchen - Dry Noodles 168,False,$,4.0,238
1769,Thai,Soup,,,33.78979,"Garden Grove, CA",-117.94161,Thai Famous Cuisine,False,$,4.0,1688
1770,Vietnamese,,,,33.77337,"Garden Grove, CA",-117.95798,Quan Bun Co Giao Thao,False,$,4.0,56
1771,Ramen,Noodles,,,33.7732045152166,"Garden Grove, CA",-117.955794980861,Butaton Japanese Ramen,False,$$,4.0,574
1772,Vietnamese,Coffee & Tea,Noodles,,33.773630740129,"Garden Grove, CA",-117.983500398695,Ha Noi Corner,False,$,4.0,765
1773,Korean,Soup,Barbeque,,33.7741249,"Garden Grove, CA",-117.9632374,Kang A Jumma Ne Restaurant,False,$$,4.5,134
1774,Cajun/Creole,Seafood,Chicken Wings,,33.786495,"Garden Grove, CA",-117.959823,Claws,False,$$,4.0,1407
1775,Korean,,,,33.773452,"Garden Grove, CA",-117.982666,Yigah,False,$$,4.5,175
1776,Ramen,,,,33.7741549,"Garden Grove, CA",-117.9575514,Kopan Ramen -Garden Grove,False,$$,4.0,278
1777,Cajun/Creole,Seafood,,,33.7736538718162,"Garden Grove, CA",-117.962822914124,The Wild Crab,False,$$,4.0,602
1778,Korean,,,,33.7735137939453,"Garden Grove, CA",-117.966407775879,BCD Tofu House,False,$$,4.0,1743
1779,Vietnamese,,,,33.766323,"Garden Grove, CA",-117.970721,Brodard Chateau,False,$$,3.5,1412
1780,Thai,Laotian,,,33.7589546173768,"Garden Grove, CA",-117.949879196061,Vientiane Lao Thai,False,$,4.0,1100
1781,Barbeque,Korean,,,33.7734625017692,"Garden Grove, CA",-117.96943659259,Cham Sut Gol Korean BBQ,False,$$,4.0,2659
1782,Korean,Barbeque,Asian Fusion,,33.7736147488133,"Garden Grove, CA",-117.976502407415,Grams BBQ,False,$$,4.0,469
1783,Chinese,Asian Fusion,,,33.760290554585,"Garden Grove, CA",-117.954537066549,Baos Hog,False,$,4.0,894
1784,Seafood,Hawaiian,Poke,,33.758442,"Garden Grove, CA",-117.956276,The Low-key Poke Joint,False,$$,4.0,1729
1785,Vietnamese,Noodles,,,33.752461,"Garden Grove, CA",-117.95576,Pho 79 Restaurant,False,$,4.0,1939
1786,Korean,Barbeque,,,33.7740149,"Garden Grove, CA",-117.9874983,Byul Daepo - Star BBQ,False,$$,4.0,1347
1787,Vietnamese,Soup,Noodles,,33.7736410518458,"Garden Grove, CA",-117.971153855324,Pho 45,False,$,4.0,1368
1788,Korean,Soup,Barbeque,,33.7745501502104,"Garden Grove, CA",-117.977226376533,Kaju Soft Tofu Restaurant,False,$$,4.0,1618
1789,Cajun/Creole,Seafood,Asian Fusion,,33.774749112505,"Garden Grove, CA",-117.941311284653,The Wharf,False,$$,4.0,323
1790,Korean,Noodles,Ramen,,33.7738651,"Garden Grove, CA",-117.9593671,Hangari Kalgooksu,False,$,4.0,160
1791,Vietnamese,,,,33.7538893907342,"Garden Grove, CA",-117.938445146434,Banh Cuon Luu Luyen,False,$,4.5,269
1792,Korean,,,,33.772974,"Garden Grove, CA",-117.960371,Hodori Snack,False,$,4.5,80
1793,Korean,Barbeque,,,33.7693044,"Garden Grove, CA",-117.9552349,Incheonwon BBQ House,False,$$,4.0,1052
1794,Thai,,,,33.7581007838471,"Garden Grove, CA",-117.957126066271,Chada Thai,False,$,4.5,312
1795,Korean,Bars,,,33.773612648808,"Garden Grove, CA",-117.970050303095,The Past Memories,False,$$,4.0,630
1796,Sushi Bars,Korean,,,33.7748723,"Garden Grove, CA",-117.9629758,Han Nam Udon & Sushi,False,$,4.5,263
1797,Vietnamese,Asian Fusion,Soup,,33.7608003370646,"Garden Grove, CA",-117.951783300525,Pho Akaushi,False,$$,5.0,241
1798,Vietnamese,Seafood,Hot Pot,,33.75922,"Garden Grove, CA",-117.95136,Vua Oc,False,$$,4.0,94
1799,Desserts,Asian Fusion,Ice Cream & Frozen Yogurt,,33.7738951,"Garden Grove, CA",-117.9563836,SweetHoney Dessert - Garden Grove,False,$,4.0,322
1800,Cajun/Creole,Seafood,,,33.761153,"Garden Grove, CA",-117.953241,The Boiling Crab,False,$$,4.0,2858
1801,Italian,Argentine,Peruvian,,33.7599798,"Garden Grove, CA",-117.9370264,Regina's Restaurant,False,$$,4.0,308
1802,Korean,Soup,Comfort Food,,33.7730954051534,"Garden Grove, CA",-117.976638633852,Jong Ro Shul Lung Tang,False,$$,4.0,249
1803,Bars,Asian Fusion,Korean,,33.77328,"Garden Grove, CA",-117.959268,Soju Belly,False,$$,4.0,474
1804,Chinese,Korean,,,33.7737251,"Garden Grove, CA",-117.9733899,Peking Gourmet,False,$$,4.0,551
1805,American (New),Latin American,Cocktail Bars,,39.75761,"Denver, CO",-104.98604,Work & Class,False,$$,4.5,1265
1806,American (New),Desserts,Cocktail Bars,,39.7598533630371,"Denver, CO",-104.984191894531,Meadowlark Kitchen,False,$$,4.5,338
1807,Wine Bars,Gastropubs,Cocktail Bars,,39.7412757873535,"Denver, CO",-104.991516113281,The Greedy Hamster,False,$$,4.0,263
1808,Comfort Food,Barbeque,,,39.7399845279983,"Denver, CO",-104.94856000875,Kitchen Table: BBQ & Comfort Food,False,$$,4.5,508
1809,Italian,Seafood,Bars,,39.725523,"Denver, CO",-104.979224,Angelo’s Taverna,False,$$,4.5,875
1810,American (Traditional),,,,39.7402772099834,"Denver, CO",-104.948092927472,To The Wind Bistro,False,$$,4.5,216
1811,Bars,American (New),,,39.73987,"Denver, CO",-104.9809,Prohibition,False,$$,4.0,520
1812,American (New),,,,39.75624,"Denver, CO",-104.97592,Dunbar Kitchen & Tap House,False,$$,4.5,301
1813,American (New),Spanish,Bars,,39.7478083125095,"Denver, CO",-104.999331349925,Rioja,False,$$$,4.5,2046
1814,Butcher,American (New),Steakhouses,,39.7554817,"Denver, CO",-104.9898071,Butcher's Bistro,False,$$,4.5,426
1815,American (Traditional),Bars,,,39.734792,"Denver, CO",-104.945929,12 at Madison,False,$$,4.5,95
1816,Bars,American (New),,,39.7536149959513,"Denver, CO",-104.999776429002,Mercantile Dining & Provision,False,$$,4.5,980
1817,American (New),Bars,,,39.74773,"Denver, CO",-105.00001,Euclid Hall Bar & Kitchen,False,$$,4.0,2043
1818,Steakhouses,Wine Bars,Seafood,,39.7476811908831,"Denver, CO",-104.989654496312,Guard and Grace,False,$$$,4.5,897
1819,Italian,,,,39.735020342619,"Denver, CO",-104.95613854543,Shells & Sauce,False,$$,4.0,765
1820,Italian,,,,39.7257806690032,"Denver, CO",-104.979706093254,Odyssey Italian Restaurant,False,$$,4.5,755
1821,American (New),Bars,,,39.764238,"Denver, CO",-104.97848,The Populist,False,$$,4.0,387
1822,Bars,Sushi Bars,American (Traditional),,39.7441431,"Denver, CO",-104.9947764,Stout Street Social,False,$$,4.0,861
1823,Diners,Breakfast & Brunch,Cocktail Bars,,39.74349,"Denver, CO",-104.98017,Steuben's Uptown,False,$$,4.0,2524
1824,Thai,,,,39.7433636089573,"Denver, CO",-104.989760469717,Liang's Thai Food,False,$,4.5,303
1825,American (New),Bars,,,39.725696,"Denver, CO",-104.97133,Fruition Restaurant,False,$$$,4.5,791
1826,American (New),,,,39.75083,"Denver, CO",-105.00009,The Kitchen,False,$$$,4.0,656
1827,Mexican,Tex-Mex,,,39.744716,"Denver, CO",-104.987832,La Loma,False,$$,4.0,1076
1828,American (Traditional),Pubs,Breweries,,39.7434,"Denver, CO",-104.96201,Vine Street Pub & Brewery,False,$$,4.0,874
1829,Italian,Bars,Tapas/Small Plates,,39.76479,"Denver, CO",-104.97678,Dio Mio,False,$$,4.0,156
1830,Bars,Mexican,,,39.74051,"Denver, CO",-104.97249,Las Margs,False,$,4.5,466
1831,Italian,French,American (New),,39.7571433867367,"Denver, CO",-104.958879160049,The Plimoth,False,$$$,4.5,284
1832,Tapas/Small Plates,Wine Bars,Spanish,,39.76129,"Denver, CO",-104.9813,Barcelona Wine Bar RiNo,False,$$,4.5,278
1833,American (New),Bars,Seafood,,39.7434886712108,"Denver, CO",-104.969402299734,Humboldt Farm Fish Wine,False,$$,4.0,596
1834,Chinese,,,,39.72124,"Denver, CO",-104.9543,Fortune Wok to Table,False,$$,4.5,174
1835,Bars,American (Traditional),Italian,,39.735573,"Denver, CO",-104.982647,Capitol Hill Tavern,False,$$,4.0,182
1836,Burgers,American (Traditional),,,39.74388,"Denver, CO",-104.99082,5280 Burger Bar - Denver,False,$$,4.0,1158
1837,American (Traditional),Sports Bars,,,39.73999,"Denver, CO",-104.95658,The Goods,False,$$,4.0,205
1838,Jazz & Blues,American (New),Cocktail Bars,,39.7595901,"Denver, CO",-104.9845123,Nocturne,False,$$,4.5,229
1839,American (New),Vegetarian,Vegan,,39.7192053546303,"Denver, CO",-104.954409599304,True Food Kitchen,False,$$,4.0,1153
1840,Pizza,Italian,Bars,,39.7575443618608,"Denver, CO",-104.98618460866,Cart-Driver,False,$$,4.5,363
1841,Italian,Wine Bars,,,39.74742,"Denver, CO",-104.9821599,Coperta,False,$$,4.0,180
1842,Burgers,Sports Bars,,,39.7196942925966,"Denver, CO",-104.956333474869,Cherry Cricket,False,$$,4.0,2296
1843,Cuban,,,,39.7350845336914,"Denver, CO",-104.993179321289,Cuba Cuba Cafe & Bar,False,$$,4.5,618
1844,Mexican,Bars,,,39.7574379,"Denver, CO",-104.9868016,Los Chingones Denver,False,$$,4.0,684
1845,Vietnamese,,,,39.71098,"Denver, CO",-104.98073,Pho Haus,False,$$,4.5,269
1846,Bars,American (Traditional),Burgers,,39.74306,"Denver, CO",-104.96989,Mile High Hamburger Marys,False,$$,4.0,113
1847,Noodles,,,,39.74716,"Denver, CO",-104.99429,Menya Noodle Bar,False,$$,4.0,440
1848,Italian,Pizza,Bars,,39.74819,"Denver, CO",-104.99897,Osteria Marco,False,$$,4.0,1426
1849,Bars,Comfort Food,,,39.74992,"Denver, CO",-104.99954,Freshcraft,False,$$,4.0,919
1850,Cocktail Bars,American (Traditional),Whiskey Bars,,39.7586784362793,"Denver, CO",-104.997459411621,Whiskey Tango Foxtrot,False,$$,4.0,402
1851,American (New),American (Traditional),Bars,,32.7503007233397,"Fort Worth, TX",-97.3595199921349,Mash'D - Fort Worth,False,$$,4.0,737
1852,Food Court,,,,32.7503283899344,"Fort Worth, TX",-97.3603873629229,Food Hall at Crockett Row,False,$$,4.0,87
1853,American (New),Breakfast & Brunch,Lounges,,32.7304410184271,"Fort Worth, TX",-97.329146253387,Fixture,False,$$,4.0,709
1854,Pizza,Brewpubs,,,32.75242,"Fort Worth, TX",-97.36097,Deep Ellum Funkytown Fermatorium,False,$$,4.5,17
1855,Barbeque,,,,32.7304471,"Fort Worth, TX",-97.3373533,Heim Barbecue,False,$$,4.5,1185
1856,Bars,Burgers,,,32.7486163484006,"Fort Worth, TX",-97.3579759115272,Rodeo Goat,False,$$,4.0,1427
1857,Ramen,,,,32.731175,"Fort Worth, TX",-97.3435876,Wabi House - Fort Worth,False,$$,4.5,116
1858,Pizza,American (New),Wine Bars,,32.7499851,"Fort Worth, TX",-97.3578474,Cork & Pig Tavern,False,$$,4.0,223
1859,Japanese,Sushi Bars,,,32.73041,"Fort Worth, TX",-97.33213,Shinjuku Station,False,$$,4.5,651
1860,Pizza,Italian,,,32.7499890122384,"Fort Worth, TX",-97.3595311781329,Fireside Pies,False,$$,4.5,388
1861,American (New),Bars,,,32.7280381,"Fort Worth, TX",-97.3602497,HG Sply,False,$$,4.0,343
1862,Sushi Bars,,,,32.7500034,"Fort Worth, TX",-97.3564251,Hatsuyuki Handroll Bar,False,$$,5.0,137
1863,American (New),American (Traditional),Party & Event Planning,,32.7590651,"Fort Worth, TX",-97.3561932,Clay Pigeon Food & Drink,False,$$$,4.5,151
1864,French,,,,32.751074,"Fort Worth, TX",-97.370728,Saint-Emilion Restaurant,False,$$$$,4.0,188
1865,American (New),,,,32.7530860842309,"Fort Worth, TX",-97.3300206026889,Grace,False,$$$,4.5,316
1866,Beer Bar,American (New),Gastropubs,,32.734092,"Fort Worth, TX",-97.324821,Pouring Glory,False,$$,4.5,219
1867,Chinese,,,,32.7374038696289,"Fort Worth, TX",-97.3284606933594,Cannon Chinese Kitchen,False,$$,4.0,210
1868,American (New),Steakhouses,,,32.75486,"Fort Worth, TX",-97.33279,Reata,False,$$$,4.0,767
1869,Seafood,Steakhouses,Wine Bars,,32.75243,"Fort Worth, TX",-97.3299408,The Capital Grille,False,$$$,4.5,364
1870,American (New),,,,32.7307749,"Fort Worth, TX",-97.3396235,Lili's,False,$$,4.0,352
1871,American (Traditional),Tex-Mex,,,32.74947,"Fort Worth, TX",-97.3582,Fred's Texas Cafe,False,$$,4.0,557
1872,American (New),Community Service/Non-Profit,,,32.73162,"Fort Worth, TX",-97.32619,Taste Community Restaurant,False,$,5.0,70
1873,Southern,Chicken Shop,Comfort Food,,32.7304851,"Fort Worth, TX",-97.3362598,Gus's World Famous Fried Chicken,False,$$,4.5,491
1874,Pizza,Italian,,,32.73045,"Fort Worth, TX",-97.33306,Cane Rosso,False,$$,4.0,484
1875,Mexican,Cocktail Bars,,,32.754744,"Fort Worth, TX",-97.333964,Wild Salsa,False,$$,4.0,206
1876,Mediterranean,Greek,Buffets,,32.74971,"Fort Worth, TX",-97.35938,Terra Mediterranean,False,$$,4.0,496
1877,Ramen,,,,32.7509310211157,"Fort Worth, TX",-97.363247000005,Hanabi Ramen & Izakaya,False,$$,4.0,425
1878,Burgers,American (New),Gluten-Free,,32.7552662,"Fort Worth, TX",-97.3310496,Del Frisco's Grille,False,$$,4.0,370
1879,Vietnamese,,,,32.750550082143,"Fort Worth, TX",-97.3512653501821,Pho District Vietnamese Street Food,False,$$,4.0,303
1880,Breakfast & Brunch,,,,32.751511,"Fort Worth, TX",-97.348615,Snooze an AM eatery,False,$$,4.0,185
1881,Food Trucks,Seafood,,,32.7502849,"Fort Worth, TX",-97.3603695,The Dock,False,$$,4.5,32
1882,Mediterranean,Middle Eastern,Greek,,32.7512450301779,"Fort Worth, TX",-97.3551604410522,Opa Mediterranean Cafe,False,$,4.5,110
1883,Ramen,,,,32.7509551,"Fort Worth, TX",-97.3567001,Oni Ramen,False,$$,3.5,478
1884,Italian,,,,32.73081,"Fort Worth, TX",-97.34043,Nonna Tata,False,$$,4.0,217
1885,Thai,Noodles,,,32.7304831464606,"Fort Worth, TX",-97.3294846263893,Spice,False,$$,4.0,275
1886,Pizza,Pubs,,,32.74844,"Fort Worth, TX",-97.35709,Fort Worth Pizzeria,False,$$,4.0,100
1887,Burgers,Sandwiches,Breakfast & Brunch,,32.7523956,"Fort Worth, TX",-97.3299179,Little Red Wasp,False,$$,4.0,558
1888,Mediterranean,Turkish,,,32.75429,"Fort Worth, TX",-97.33279,Istanbul Grill,False,$$,4.5,164
1889,Chicken Shop,Fast Food,,,32.7312752351785,"Fort Worth, TX",-97.3436965463763,Super Chix,False,$,4.0,165
1890,Cafes,American (New),Bars,,32.7548585065599,"Fort Worth, TX",-97.3307805409395,Bird Cafe,False,$$,3.5,617
1891,American (New),Tacos,Breakfast & Brunch,,32.7513667,"Fort Worth, TX",-97.3548711,Velvet Taco,False,$,4.5,843
1892,Pubs,American (Traditional),Music Venues,,32.755477805713,"Fort Worth, TX",-97.3312069122971,Flying Saucer Draught Emporium,False,$$,4.0,542
1893,Korean,,,,32.7539398,"Fort Worth, TX",-97.3337509,Hoya Korean Kitchen,False,$,3.5,214
1894,Sushi Bars,Seafood,Bars,,32.7286945,"Fort Worth, TX",-97.3633408,Pacific Table,False,$$,4.0,316
1895,Tacos,,,,32.72726,"Fort Worth, TX",-97.36012,Bartaco - Fort Worth,False,$$,4.0,147
1896,Steakhouses,Seafood,Cocktail Bars,,32.7520394,"Fort Worth, TX",-97.3298447,Del Frisco's Double Eagle Steakhouse,False,$$$$,4.0,357
1897,American (Traditional),Music Venues,Lounges,,32.74899,"Fort Worth, TX",-97.36048,Magnolia Motor Lounge,False,$$,4.0,111
1898,Thai,,,,32.72583,"Fort Worth, TX",-97.37955,Thai Terrace,False,$$,4.5,204
1899,Burgers,Vegetarian,American (Traditional),,44.4783039,"Burlington, VT",-73.2132546,The Farmhouse Tap & Grill,False,$$,4.0,1330
1900,American (New),,,,44.4790764016959,"Burlington, VT",-73.2176419641316,Hen of the Wood,False,$$$,4.5,522
1901,Middle Eastern,,,,44.4761166325529,"Burlington, VT",-73.2124224423095,Honey Road,False,$$,4.5,125
1902,American (New),Burgers,Sandwiches,,44.4756847045435,"Burlington, VT",-73.2137839739676,The Gryphon,False,$$,4.0,247
1903,Pubs,American (New),,,44.48688,"Burlington, VT",-73.20846,Butch + Babe's,False,$$,4.5,150
1904,American (Traditional),Cocktail Bars,Sandwiches,,44.4762062501268,"Burlington, VT",-73.2184020782015,The Garage,False,$,4.0,23
1905,Vegetarian,Gluten-Free,Vegan,,44.47788,"Burlington, VT",-73.21172,Revolution Kitchen,False,$$,4.5,233
1906,Pizza,Breweries,,,44.47646,"Burlington, VT",-73.21428,American Flatbread,False,$$,4.5,913
1907,French,Cocktail Bars,,,44.47721,"Burlington, VT",-73.21275,Leunig's Bistro,False,$$,4.0,537
1908,Turkish,,,,44.4753938767234,"Burlington, VT",-73.2126435264945,Istanbul Kebab House,False,$$,4.5,227
1909,Bars,American (New),Venues & Event Spaces,,44.468236161734,"Burlington, VT",-73.2148188336161,ArtsRiot,False,$$,4.5,70
1910,Barbeque,Chicken Wings,Sports Bars,,44.4878977,"Burlington, VT",-73.19536,Bluebird Barbecue,False,$$,4.0,336
1911,Pizza,Italian,Cocktail Bars,,44.4751358032227,"Burlington, VT",-73.2138061523438,Pizzeria Verità,False,$$,4.5,344
1912,Thai,,,,44.4768,"Burlington, VT",-73.211651,Bangkok Bistro in the Alley,False,$$,4.5,45
1913,Italian,Wine Bars,,,44.47532,"Burlington, VT",-73.21366,Trattoria Delia,False,$$$,4.0,246
1914,Gastropubs,,,,44.4734688,"Burlington, VT",-73.2140121,St Paul Street Gastro Grub,False,$$,4.5,40
1915,Vietnamese,,,,44.488785,"Burlington, VT",-73.2070865,Pho Hong,False,$,4.5,305
1916,American (Traditional),Bars,Breakfast & Brunch,,44.4910421222448,"Burlington, VT",-73.1865647435188,Misery Loves Company,False,$$,4.5,285
1917,American (Traditional),,,,44.4791612,"Burlington, VT",-73.2167318,Juniper Bar & Restaurant,False,$$,4.0,105
1918,French,,,,44.47719,"Burlington, VT",-73.21494,Bistro de Margot,False,$$$,4.5,57
1919,American (New),Salad,Burgers,,44.459645,"Burlington, VT",-73.213737,The Great Northern,False,$$,4.0,67
1920,Seafood,,,,44.47892,"Burlington, VT",-73.2184,Bleu Northeast Seafood,False,$$$,4.0,81
1921,Breakfast & Brunch,,,,44.47922,"Burlington, VT",-73.21139,Penny Cluse Cafe,False,$$,4.5,736
1922,Cafes,Tapas Bars,Pizza,,44.4849699,"Burlington, VT",-73.21113,Drifter's,False,$$,4.5,29
1923,Cafes,American (Traditional),,,44.4777963465712,"Burlington, VT",-73.2116857619019,Swingin' Pinwheel Cafe,False,$$,4.5,139
1924,Italian,,,,44.478004,"Burlington, VT",-73.212836,Pascolo Ristorante,False,$$,3.5,144
1925,Chinese,Seafood,Noodles,,44.47795,"Burlington, VT",-73.21454,A Single Pebble,False,$$,3.5,282
1926,American (Traditional),Gluten-Free,Beer Bar,,44.47693,"Burlington, VT",-73.21234,Sweetwaters American Bistro,False,$$,3.5,294
1927,Wine Bars,Steakhouses,,,44.4760029762983,"Burlington, VT",-73.2147084921598,Blue Cat Cafe & Wine Bar,False,$$$,3.5,134
1928,Breweries,Pubs,American (Traditional),,44.4771690870363,"Burlington, VT",-73.2142960311094,Vermont Pub & Brewery,False,$$,3.5,469
1929,American (New),Steakhouses,,,44.4801235198975,"Burlington, VT",-73.2125821709633,EB Strong's,False,$$$,4.0,54
1930,Sushi Bars,Japanese,,,44.4849570035525,"Burlington, VT",-73.2116655619629,Shinjuku Station,False,$,4.5,36
1931,Breakfast & Brunch,,,,44.4773799,"Burlington, VT",-73.21387,The Friendly Toast,False,$$,4.0,72
1932,Ramen,,,,44.476353729174,"Burlington, VT",-73.2123897335346,Gaku Ramen,False,$$,3.5,198
1933,Burgers,,,,44.48486,"Burlington, VT",-73.21541,The Shopping Bag,False,$,4.5,72
1934,American (New),Breakfast & Brunch,Gastropubs,,44.48091,"Burlington, VT",-73.21108,Duino Duende,False,$$,4.0,154
1935,Bars,American (Traditional),,,44.49064,"Burlington, VT",-73.18669,Mule Bar,False,$$,4.5,99
1936,Mexican,Lounges,,,44.478077,"Burlington, VT",-73.21198,El Cortijo Taqueria Y Cantina,False,$$,3.5,267
1937,American (New),Sandwiches,Cafes,,44.4793293067705,"Burlington, VT",-73.211441894078,Lucky Next Door,False,$$,4.5,66
1938,Food Stands,Chinese,,,44.480195,"Burlington, VT",-73.2156671,Hong's Chinese Dumplings,False,$,4.5,79
1939,Sandwiches,Bars,,,44.47073,"Burlington, VT",-73.21442,Four Corners of the Earth,False,$$,4.0,144
1940,Cocktail Bars,Breakfast & Brunch,Bakeries,,44.4766886116389,"Burlington, VT",-73.2142769917846,Monarch & the Milkweed,False,$$,4.0,165
1941,Tacos,Bars,,,44.4859568,"Burlington, VT",-73.2098697,Taco Gordo,False,$,4.5,20
1942,Vegan,Vegetarian,Soup,,44.47699,"Burlington, VT",-73.2114,Zabby and Elf's Stone Soup,False,$$,4.5,149
1943,Pubs,Irish,,,44.4768007384466,"Burlington, VT",-73.212790999603,The Whiskey Room,False,$$,4.0,75
1944,Mediterranean,Food Stands,Halal,,44.478877,"Burlington, VT",-73.2123132,Cafe Istanbul Halal Mediterranean Cuisine,False,$,4.5,21
1945,British,Fish & Chips,Sandwiches,,44.45501,"Burlington, VT",-73.2078,Union Jacks,False,$,4.5,105
1946,Thai,,,,44.4756958901786,"Burlington, VT",-73.2126072392521,Thai Dishes,False,$$,4.0,69
1947,Breakfast & Brunch,Bars,Steakhouses,,33.6355075,"Peoria, AZ",-112.234839,The Social on 83rd,False,$$,4.5,97
1948,Breweries,Gastropubs,,,33.677848,"Peoria, AZ",-112.277393,Peoria Artisan Brewery,False,$$,4.0,399
1949,American (Traditional),Burgers,Pizza,,33.6328429848206,"Peoria, AZ",-112.23777290927,Bubba's 33,False,$$,4.5,286
1950,Steakhouses,Seafood,Wine Bars,,33.6308784,"Peoria, AZ",-112.2382757,Firebirds Wood Fired Grill,False,$$,4.0,476
1951,Food Trucks,Pizza,Italian,,33.6708151372246,"Peoria, AZ",-112.240358657154,Fabio On Fire,False,$$,4.5,350
1952,Korean,Barbeque,,,33.63689,"Peoria, AZ",-112.23417,Manna BBQ,False,$$,4.0,100
1953,Brazilian,Steakhouses,,,33.63424,"Peoria, AZ",-112.23553,Serra Gaucha Brazilian Steakhouse,False,$$$,3.5,254
1954,Pizza,Burgers,,,33.6679766,"Peoria, AZ",-112.279721,CheezHeadz,False,$$,4.5,186
1955,Mexican,Cocktail Bars,Breakfast & Brunch,,33.6271667480469,"Peoria, AZ",-112.236953735352,Revolu Modern Taqueria Bar,False,$$,4.0,435
1956,Mexican,Tex-Mex,Tapas/Small Plates,,33.632871,"Peoria, AZ",-112.238449,Abuelo's Mexican Restaurant,False,$$,4.0,509
1957,Seafood,Steakhouses,,,33.6533,"Peoria, AZ",-112.23582,Arrowhead Grill,False,$$$,4.0,590
1958,Salad,Italian,Pizza,,33.63528,"Peoria, AZ",-112.23436,Giordanos - Arrowhead,False,$$,3.5,483
1959,Sports Bars,American (New),Sushi Bars,,33.63015,"Peoria, AZ",-112.2382,Headquarters Grill Bar Sushi,False,$$,4.0,367
1960,Thai,,,,33.6705056724499,"Peoria, AZ",-112.238419577479,Sala Thai Peoria,False,$$,4.0,152
1961,Japanese,Thai,Chinese,,33.6395797729492,"Peoria, AZ",-112.251022338867,Wok Fire,False,$,4.0,116
1962,Barbeque,Steakhouses,American (Traditional),,33.6321621,"Peoria, AZ",-112.2375661,Texas Roadhouse,False,$$,3.5,342
1963,Mexican,,,,33.68311,"Peoria, AZ",-112.23729,Caminero Mexican Restaurant,False,$,4.5,151
1964,Arcades,American (New),Virtual Reality Centers,,33.6290590041283,"Peoria, AZ",-112.238112816913,Modern Round,False,$$,3.5,237
1965,Italian,,,,33.63244,"Peoria, AZ",-112.236767336726,Buca di Beppo Italian Restaurant,False,$$,3.5,494
1966,Pizza,,,,33.6810864735058,"Peoria, AZ",-112.239973090807,Ray's Pizza,False,$,4.5,156
1967,Gluten-Free,Pizza,Italian,,33.6533,"Peoria, AZ",-112.23582,Picazzo's Healthy Italian Kitchen,False,$$,4.0,145
1968,Chinese,,,,33.65328,"Peoria, AZ",-112.25624,Good China Restaurant,False,$$,3.5,154
1969,Burgers,Barbeque,Hot Dogs,,33.6371946379152,"Peoria, AZ",-112.274339136632,Benny's Burgers & BBQ,False,$,4.5,161
1970,American (New),Desserts,,,33.63331,"Peoria, AZ",-112.23629,The Cheesecake Factory,False,$$,3.0,407
1971,Barbeque,Comfort Food,American (Traditional),,33.6336816191416,"Peoria, AZ",-112.235745849773,Famous Dave's Bar-B-Que,False,$$,3.5,277
1972,Japanese,Steakhouses,Sushi Bars,,33.630420039477,"Peoria, AZ",-112.237854363604,Osaka P83,False,$$,3.5,245
1973,Pizza,Sports Bars,Desserts,,33.67818,"Peoria, AZ",-112.27668,Tailgaters and Il Primo,False,$$,3.0,163
1974,Vietnamese,Juice Bars & Smoothies,Sandwiches,,33.6271966768006,"Peoria, AZ",-112.236882571675,Pho for Days,False,$$,4.0,118
1975,Thai,,,,33.637504,"Peoria, AZ",-112.270825,Line Thai Restaurant,False,$$,4.0,220
1976,Chinese,,,,33.652703538537,"Peoria, AZ",-112.253746390343,Shanghai Grill,False,$$,3.5,86
1977,Pizza,,,,33.65405382469,"Peoria, AZ",-112.252767604447,Grande Pizza,False,$,4.0,59
1978,Italian,,,,33.636955,"Peoria, AZ",-112.274502,Dominic's Bistro Italiano,False,$$,4.0,68
1979,Sports Bars,American (Traditional),,,33.6728499,"Peoria, AZ",-112.23867,Fletcher's Sports Grill,False,$,3.5,30
1980,Chinese,Asian Fusion,Gluten-Free,,33.6345817015587,"Peoria, AZ",-112.235013842583,P.F. Chang's,False,$$,3.5,201
1981,Delis,,,,33.636497,"Peoria, AZ",-112.231432,McAlister's Deli,False,$,4.0,130
1982,American (New),,,,33.652575,"Peoria, AZ",-112.244142,The Links Neighborhood Grill,False,$$,4.5,8
1983,Sushi Bars,Steakhouses,,,33.646904,"Peoria, AZ",-112.236397,Yellowtail Sushi & Steak,False,$$,4.0,223
1984,Pizza,Italian,Sandwiches,,33.65151,"Peoria, AZ",-112.25726,Streets of New York,False,$$,3.5,57
1985,Pizza,Italian,,,33.66973,"Peoria, AZ",-112.2387549,Cousin Vinny Pizza & Pasta,False,$$,3.5,96
