,Category 0,Category 1,Category 2,Category 3,Latitude,Location,Longitude,Name,Out of Business,Price,Rating,Review Count,Happiness Score
2121,Chinese,,,,39.6962852478027,"Aurora, CO",-104.812034606934,East Cafe,False,$,3.5,183,
2122,Burgers,Hot Dogs,Sandwiches,,39.703727722168,"Aurora, CO",-104.790168762207,Benders Brat Haus,False,$,4.0,103,
2123,Peruvian,Lounges,,,39.6787469,"Aurora, CO",-104.8260817,Pisco Sour Restaurant & Lounge,False,$$,3.5,175,
2124,Thai,Filipino,,,39.70154,"Aurora, CO",-104.79002,Chowsun,False,$,4.0,125,
2125,Chicken Wings,American (Traditional),,,39.6852860840762,"Aurora, CO",-104.808297199369,Fat Shack,False,$$$,2.5,35,
2126,Vietnamese,Bars,Cajun/Creole,,39.69614,"Aurora, CO",-104.83556,Non La,False,$$,4.0,55,
2127,Mexican,,,,39.653327,"Aurora, CO",-104.8127971,Fritangas Mexican Restaurant,False,$,4.0,160,
2128,Italian,Seafood,,,39.6786308288574,"Aurora, CO",-104.827239990234,Carrabba's Italian Grill,False,$$,3.5,137,
2129,Food Trucks,American (Traditional),,,39.67387,"Aurora, CO",-104.83726,What Would Cheesus Do,False,$,4.5,19,
2130,American (Traditional),Mexican,Breakfast & Brunch,,39.672321,"Aurora, CO",-104.788359,Jus Grill Restaurant,False,$,3.5,187,
2131,American (Traditional),Diners,Breakfast & Brunch,,39.6962,"Aurora, CO",-104.8389399,Waffle House,False,$,3.0,68,
2132,Sushi Bars,Japanese,Vietnamese,,39.7040042023404,"Aurora, CO",-104.789898906264,Saigon Tokyo,False,$$,4.0,144,
2133,Cheesesteaks,,,,39.67591,"Aurora, CO",-104.81055,Chester's Philly Grill,False,$$,4.0,39,
2134,Chinese,,,,39.6750397,"Aurora, CO",-104.8456267,China Jade,False,$$,3.5,211,
2135,Meat Shops,Mexican,,,39.675777,"Aurora, CO",-104.808348,Carniceria Latina,False,$$,4.5,13,
2136,Vietnamese,,,,39.684909907289,"Aurora, CO",-104.808558113873,Spicy Chili Pho,False,$,3.5,104,
2137,Sushi Bars,Teppanyaki,,,39.6797714233398,"Aurora, CO",-104.826286315918,Sakura Hibachi & Sushi,False,$$,3.5,108,
2138,Mexican,,,,39.685323243878,"Aurora, CO",-104.789205001575,Jesus Mexican Taqueria,False,$,4.0,84,
2139,Food Trucks,Mexican,,,39.7093300587125,"Aurora, CO",-104.814580008388,Cruz In & Eat,False,$,4.5,5,
2140,Mexican,,,,39.67334,"Aurora, CO",-104.82325,Ajuua!!,False,$$,3.0,202,
2141,Bars,American (Traditional),,,39.6736751609131,"Aurora, CO",-104.80947509408,Dog & Pony Grill,False,$$,3.0,48,
2142,Mexican,,,,39.680249,"Aurora, CO",-104.82675,Real de Minas Mexican Restaurant,False,$$,2.5,94,
2143,Chicken Wings,Sports Bars,American (Traditional),,39.7037199,"Aurora, CO",-104.7901569,Woody's Wings,False,$$,3.5,122,
2144,Asian Fusion,Sushi Bars,Poke,,39.696439,"Aurora, CO",-104.824939,Tokyo Joe's,False,$,3.5,86,
2145,Grocery,Bakeries,Seafood,,39.69757,"Aurora, CO",-104.84539,Pacific Ocean Marketplace,False,$,4.0,105,
2146,Mexican,Sandwiches,Juice Bars & Smoothies,,39.6971376870466,"Aurora, CO",-104.813088543148,Tortisimas,False,$,4.5,27,
2147,Donuts,Breakfast & Brunch,,,39.6532949,"Aurora, CO",-104.8112977,Winchell's Donut House,False,$,4.0,58,
2148,Mexican,Cafes,,,31.7794208526611,"El Paso, TX",-106.449851989746,L & J Cafe,False,$$,4.5,1264,
2149,Mexican,,,,31.78071,"El Paso, TX",-106.40922,Tacos Chinampa,False,$,4.0,180,
2150,Puerto Rican,,,,31.78331,"El Paso, TX",-106.43763,Sabor Boricua,False,$$,4.0,54,
2151,Gastropubs,Burgers,,,31.788878,"El Paso, TX",-106.399074,Toro Burger Bar,False,$$,4.0,260,
2152,Burgers,Diners,,,31.8066825866699,"El Paso, TX",-106.446746826172,Rosco's Burger Inn,False,$,4.5,72,
2153,Mexican,,,,31.7877285,"El Paso, TX",-106.4089349,El Chihuahuita's Tacos Al Pastor,False,$,4.0,87,
2154,Burgers,Beer Bar,,,31.80629,"El Paso, TX",-106.454392,Border Burger Bar,False,$,4.0,101,
2155,Mexican,Breakfast & Brunch,Burgers,,31.7737064361572,"El Paso, TX",-106.44743347168,Good Luck Cafe,False,$,4.0,75,
2156,American (Traditional),Chicken Wings,Burgers,,31.785854,"El Paso, TX",-106.397978,Track One,False,$$,3.5,266,
2157,Mexican,,,,31.7861724095758,"El Paso, TX",-106.417005439441,Los Bandidos De Carlos & Mickey's,False,$$,3.5,343,
2158,Mexican,,,,31.787202835083,"El Paso, TX",-106.409568786621,Rainbow Fountain,False,$,4.5,27,
2159,Vietnamese,,,,31.8124455,"El Paso, TX",-106.4445651,Pho Que Huong,False,$$,4.0,43,
2160,Mexican,,,,31.7772102,"El Paso, TX",-106.4212036,Mi Pueblo Nuevo,False,$,4.5,12,
2161,Chinese,Korean,Japanese,,31.8214263916016,"El Paso, TX",-106.444953918457,GreenWok,False,$,4.5,17,
2162,Coffee & Tea,Tea Rooms,Cafes,,31.7839326,"El Paso, TX",-106.4525624,Caffe Fioretti,False,$,4.5,15,
2163,Mediterranean,Greek,,,31.788878,"El Paso, TX",-106.399074,Zino's Greek & Mediterranean Cuisine,False,$$,3.5,112,
2164,Diners,,,,31.78471,"El Paso, TX",-106.41876,Shelby Shack,False,$,4.5,2,
2165,Korean,Japanese,,,31.8117733001709,"El Paso, TX",-106.444313049316,Kee's Teriyaki & Sushi,False,$$,4.0,59,
2166,Tacos,,,,31.7821274711849,"El Paso, TX",-106.414723306565,Tacotote - Bassett,False,$,4.0,111,
2167,Chinese,,,,31.7833738988673,"El Paso, TX",-106.429335229845,Peking Kitchen,False,$,3.0,31,
2168,Food Trucks,Pizza,,,31.7775757,"El Paso, TX",-106.4424559,"Red, White & Chew",False,$,5.0,4,
2169,Food Trucks,Barbeque,,,31.758341,"El Paso, TX",-106.4876375,Porkies BBQ Smokehouse,False,$$,4.0,18,
2170,Italian,Pizza,,,31.785292705375,"El Paso, TX",-106.425044603711,Casa Pizza Italian and Greek,False,$,3.5,68,
2171,Mexican,,,,31.7757734,"El Paso, TX",-106.4507751,La Colonial Tortilla Factory,False,$,4.5,9,
2172,Mexican,Breakfast & Brunch,Burgers,,31.7731185352103,"El Paso, TX",-106.449433577582,Jaime's Hut,False,$,4.5,9,
2173,Mexican,,,,31.8070793151855,"El Paso, TX",-106.445137023926,Chico's Tacos,False,$,3.0,331,
2174,Mexican,,,,31.7750778198242,"El Paso, TX",-106.426124572754,Forti's Mexican Elder Restaurant,False,$$,3.5,171,
2175,Thai,Food Trucks,,,31.8586994,"El Paso, TX",-106.5466221,Thai Grub,False,$,4.0,24,
2176,Mexican,,,,31.78194,"El Paso, TX",-106.45125,The Place,False,$,4.5,8,
2177,Chinese,,,,31.78872,"El Paso, TX",-106.40879,Soya Cafe,False,$,3.5,25,
2178,Mexican,,,,31.78697,"El Paso, TX",-106.4171999,La Malinche,False,$,4.0,8,
2179,Mexican,,,,31.80558,"El Paso, TX",-106.45454,Delicious Mexican Eatery,False,$,4.0,64,
2180,Mexican,,,,31.8215045928955,"El Paso, TX",-106.445022583008,Red Peppers,False,$,4.5,6,
2181,Mexican,,,,31.81255,"El Paso, TX",-106.44413,Burrito's Juarez Restaurant,False,$,3.5,23,
2182,Bars,Arcades,American (Traditional),,31.78188,"El Paso, TX",-106.41011,Dave & Buster's,False,$$,2.5,88,
2183,Mexican,,,,31.7736148834229,"El Paso, TX",-106.446754455566,Lucky Max Cafe,False,$,4.0,33,
2184,Mexican,,,,31.7824301274754,"El Paso, TX",-106.405445675126,Taco Cabana,False,$,3.0,62,
2185,Mexican,,,,31.7880420684814,"El Paso, TX",-106.401054382324,El Chaparral,False,$,3.5,21,
2186,Mexican,,,,31.78888,"El Paso, TX",-106.39907,Gorditas Tonys,False,$,3.5,21,
2187,Seafood,Burgers,Mexican,,31.78862,"El Paso, TX",-106.40758,Elmer's Family Restaurant,False,$,3.0,55,
2188,American (Traditional),,,,32.7145691,"Arlington, TX",-97.131813,Fork In the Road,False,$,4.5,537,
2189,American (New),Breakfast & Brunch,Coffee & Tea,,32.69158,"Arlington, TX",-97.1159,Bay 34th Street Diner,False,$$,4.5,203,
2190,Breakfast & Brunch,,,,32.73646,"Arlington, TX",-97.13585,Skillet N Grill,False,$,4.0,152,
2191,Gastropubs,Themed Cafes,Cocktail Bars,,32.73795,"Arlington, TX",-97.1043,The Tipsy Oak,False,$$,4.0,153,
2192,Ramen,,,,32.6806447,"Arlington, TX",-97.1079695,Piranha Killer Ramen,False,$$,4.5,265,
2193,Russian,Polish,German,,32.70973,"Arlington, TX",-97.13675,A Taste of Europe,False,$$,4.5,256,
2194,Mexican,,,,32.70676,"Arlington, TX",-97.11667,Taqueria Maria Bonita,False,$,4.5,97,
2195,Sandwiches,Salad,Soup,,32.7360343933105,"Arlington, TX",-97.1201095581055,Tin Cup,False,$,4.5,216,
2196,Chicken Shop,Diners,,,32.7385,"Arlington, TX",-97.10745,Babe's Chicken Dinner House,False,$$,4.0,546,
2197,Korean,,,,32.73518,"Arlington, TX",-97.10422,NAMOO Korean Bowl,False,$,4.5,233,
2198,Mediterranean,Halal,American (New),,32.7248818,"Arlington, TX",-97.1134207,New York Eats,False,$,4.0,385,
2199,Lebanese,Mediterranean,Greek,,32.69158,"Arlington, TX",-97.1159,Tiba Grill,False,$,5.0,297,
2200,Breakfast & Brunch,,,,32.70968,"Arlington, TX",-97.13544,Rise and Shine,False,$,3.5,199,
2201,Hawaiian,Japanese,Poke,,32.6858,"Arlington, TX",-97.13146,Ahi Poke Bowl,False,$$,4.5,415,
2202,Burgers,Cheesesteaks,Wraps,,32.7088026743968,"Arlington, TX",-97.1176224259259,S&S CheeseSteaks,False,$,4.0,69,
2203,Cuban,,,,32.6853761093015,"Arlington, TX",-97.1305426916089,Havana Bar & Grill Cuban Cuisine,False,$$,4.0,129,
2204,Vietnamese,,,,32.7072,"Arlington, TX",-97.10898,Thuy Nguyen Cafe,False,$$,4.5,74,
2205,Food Stands,,,,32.70304,"Arlington, TX",-97.11523,Elotes Junior,False,$,4.5,15,
2206,Korean,Barbeque,,,32.6830911677512,"Arlington, TX",-97.1348298713565,Jin Korean BBQ,False,$$,4.0,375,
2207,Caribbean,,,,32.6855371737931,"Arlington, TX",-97.130378074944,El Mofongo,False,$$,4.5,75,
2208,Chicken Wings,Sandwiches,,,32.7356949,"Arlington, TX",-97.1025487,Jack's Chicken Shack,False,$,4.5,79,
2209,Diners,American (Traditional),,,32.7355752,"Arlington, TX",-97.13589,Division Street Diner,False,$$,4.0,75,
2210,American (Traditional),,,,32.7103899,"Arlington, TX",-97.11348,Main Street Cafe,False,$,4.0,60,
2211,Thai,,,,32.7216110229492,"Arlington, TX",-97.1161575317383,Thai Basil Leaf,False,$$,4.0,240,
2212,Burgers,Dive Bars,American (Traditional),,32.735376403567,"Arlington, TX",-97.103944123444,Twisted Root Burger Co - Arlington,False,$$,4.0,408,
2213,Seafood,Cajun/Creole,,,32.70845,"Arlington, TX",-97.09366,The Crab Station,False,$$,3.5,111,
2214,American (Traditional),Chicken Wings,Wraps,,32.723725,"Arlington, TX",-97.1147549,Central Grill,False,$$,4.5,26,
2215,American (Traditional),Pubs,Burgers,,32.735394,"Arlington, TX",-97.1114997,J.R. Bentley's,False,$,4.0,101,
2216,Diners,Burgers,Sandwiches,,32.70698,"Arlington, TX",-97.13282,Neighborhood Grill,False,$,4.5,31,
2217,Vietnamese,,,,32.7072,"Arlington, TX",-97.10898,Pho Pasteur Restaurant,False,$,4.0,370,
2218,Colombian,,,,32.7052,"Arlington, TX",-97.09869,Sabor Latino,False,$,4.0,77,
2219,Barbeque,Southern,,,32.73968,"Arlington, TX",-97.09183,Bodacious Bar-B-Q,False,$$,4.0,199,
2220,Vietnamese,Bubble Tea,Juice Bars & Smoothies,,32.7070432053836,"Arlington, TX",-97.1089611087343,VINA Restaurant,False,$$,4.5,18,
2221,Pasta Shops,Italian,,,32.7210351,"Arlington, TX",-97.1136137,PastaMasta,False,$$,4.0,109,
2222,Mediterranean,Greek,,,32.7249,"Arlington, TX",-97.1142,Beirut Rock Café,False,$,4.0,310,
2223,Vietnamese,,,,32.7081552,"Arlington, TX",-97.1183776,Pho Vietnam,False,$,4.5,66,
2224,Sandwiches,,,,32.706916809082,"Arlington, TX",-97.0971984863281,Dino's Subs,False,$,4.5,350,
2225,Caribbean,Dance Clubs,Bars,,32.70613,"Arlington, TX",-97.11921,Jamaica Gates Caribbean cuisine,False,$$,3.5,407,
2226,Japanese,Sushi Bars,,,32.6871561,"Arlington, TX",-97.1319584,Sushi Cafe,False,$$,4.5,195,
2227,Bakeries,Coffee & Tea,Breakfast & Brunch,,32.7379035,"Arlington, TX",-97.1030738,Sugar Bee Sweets Bakery,False,$$,4.5,84,
2228,Vietnamese,Italian,,,32.7247622,"Arlington, TX",-97.1150906,Vietalia Kitchen,False,$,4.0,146,
2229,American (Traditional),Breakfast & Brunch,,,32.72083,"Arlington, TX",-97.13376,Connies Cafe,False,$,3.0,41,
2230,American (Traditional),Coffee & Tea,Breakfast & Brunch,,38.9003193002495,"Washington, DC",-77.0444762772602,Founding Farmers - Washington,False,$$,4.0,12325,
2231,Bars,American (Traditional),Breakfast & Brunch,,38.898005,"Washington, DC",-77.033362,Old Ebbitt Grill,False,$$,4.0,7545,
2232,American (Traditional),Cocktail Bars,,,38.90793,"Washington, DC",-77.03229,The Pig,False,$$,4.0,1638,
2233,Brasseries,French,Breakfast & Brunch,,38.911359,"Washington, DC",-77.031575,Le Diplomate,False,$$$,4.5,2976,
2234,American (New),Breakfast & Brunch,,,38.906139,"Washington, DC",-77.0238,Unconventional Diner,False,$$,4.5,448,
2235,American (New),Bars,,,38.9167735,"Washington, DC",-77.0308397,The Fainting Goat,False,$$,4.0,622,
2236,Coffee & Tea,Breakfast & Brunch,Sandwiches,,38.9024108024879,"Washington, DC",-77.0171392790004,A Baked Joint,False,$,4.5,1532,
2237,Persian/Iranian,Moroccan,Lebanese,,38.9198436416598,"Washington, DC",-77.0310185087658,Maydan,False,$$,4.5,530,
2238,Pubs,Salad,Sandwiches,,38.89338,"Washington, DC",-77.01346,The Alibi,False,$$,4.5,340,
2239,American (Traditional),Breakfast & Brunch,Mediterranean,,38.902325,"Washington, DC",-77.018335,Busboys and Poets - 450K,False,$$,4.0,1912,
2240,Cafes,,,,38.9304254,"Washington, DC",-77.0232633,Heat Da Spot,False,$,5.0,207,
2241,Ramen,Asian Fusion,Chinese,,38.900318145752,"Washington, DC",-77.0215911865234,Reren,False,$$,4.0,1471,
2242,Cocktail Bars,Ramen,,,38.909798,"Washington, DC",-77.023651,Chaplin's,False,$$,4.0,906,
2243,Mexican,,,,38.8975982666016,"Washington, DC",-77.030158996582,District Taco,False,$,4.0,1426,
2244,Laotian,,,,38.933025306328,"Washington, DC",-77.0329276871505,Thip Khao,False,$$,4.5,934,
2245,Mexican,Cocktail Bars,,,38.93755,"Washington, DC",-77.03309,Taqueria Habanero,False,$$,4.5,673,
2246,Breakfast & Brunch,American (Traditional),Distilleries,,38.901278,"Washington, DC",-77.020213,Farmers & Distillers,False,$$,4.0,1371,
2247,American (Traditional),Seafood,Cocktail Bars,,38.9012124997115,"Washington, DC",-77.0310748368502,Pennsylvania 6 DC,False,$$$,4.5,511,
2248,Izakaya,,,,38.8986,"Washington, DC",-77.0195899,Daikaya Izakaya,False,$$,4.0,744,
2249,Chicken Wings,Cocktail Bars,Sandwiches,,38.91849,"Washington, DC",-77.02307,Roy Boys,False,$$,4.0,54,
2250,Seafood,Cajun/Creole,,,38.92503,"Washington, DC",-77.052,Hot N Juicy Crawfish,False,$$,4.0,1544,
2251,American (New),Breakfast & Brunch,French,,38.90841,"Washington, DC",-77.02668,Frenchy's Naturel,False,$$,4.0,581,
2252,Bars,American (New),,,38.9011329,"Washington, DC",-77.0236995,City Tap House,False,$$,4.0,1391,
2253,Barbeque,Sandwiches,Vegetarian,,38.92503,"Washington, DC",-77.03863,Federalist Pig,False,$$,4.5,422,
2254,Greek,Turkish,Lebanese,,38.89904,"Washington, DC",-77.02349,Zaytinya,False,$$$,4.0,4306,
2255,Italian,Cocktail Bars,American (Traditional),,38.91502,"Washington, DC",-77.01239,The Red Hen,False,$$$,4.5,732,
2256,Burgers,American (New),Beer Bar,,38.8942947129763,"Washington, DC",-77.0233643521111,b DC Penn Quarter,False,$$,4.0,1330,
2257,Middle Eastern,Vegan,Kosher,,38.9027301424332,"Washington, DC",-77.0205767914411,Shouk,False,$$,4.5,524,
2258,Coffee & Tea,African,Eritrean,,38.916715,"Washington, DC",-77.041243,Keren Restaurant,False,$$,4.5,995,
2259,Cuban,Latin American,Caribbean,,38.9304468,"Washington, DC",-77.033288,Mi Cuba Cafe,False,$$,4.5,550,
2260,Filipino,American (Traditional),Cocktail Bars,,38.93056,"Washington, DC",-77.037673,Purple Patch,False,$$,4.5,640,
2261,Chinese,Hong Kong Style Cafe,Cocktail Bars,,38.9066669939671,"Washington, DC",-77.0247446332794,Tiger Fork,False,$$,4.0,416,
2262,Burgers,Pubs,Sandwiches,,38.9300499047127,"Washington, DC",-77.0553723516453,Duke's Counter,False,$$,4.5,334,
2263,American (New),Breakfast & Brunch,Vegetarian,,38.901699,"Washington, DC",-77.059744,Farmers Fishers Bakers,False,$$,4.0,3233,
2264,Cantonese,Dim Sum,Szechuan,,38.9093995299211,"Washington, DC",-77.03165966054,Da Hong Pao,False,$$,4.0,499,
2265,Breakfast & Brunch,Sandwiches,Soup,,38.9013915818989,"Washington, DC",-77.0401292883606,Wicked Waffle,False,$,4.0,1129,
2266,Korean,Bars,,,38.9025165013075,"Washington, DC",-77.0182084994751,Mandu,False,$$,4.0,710,
2267,Desserts,Cafes,Bakeries,,38.9087384,"Washington, DC",-77.042577,Un Je Ne Sais Quoi,False,$,4.5,544,
2268,Ramen,,,,38.8986,"Washington, DC",-77.0195899,Daikaya Ramen Shop,False,$$,4.0,2780,
2269,Seafood,,,,38.89598,"Washington, DC",-77.02143,Luke's Lobster Penn Quarter,False,$$,4.0,1234,
2270,American (New),Breakfast & Brunch,Cocktail Bars,,38.897666,"Washington, DC",-77.024307,The Smith,False,$$,4.0,664,
2271,Burgers,Cocktail Bars,American (Traditional),,38.90332,"Washington, DC",-77.02162,The Capital Burger,False,$$,4.0,344,
2272,Indian,,,,38.8950080871582,"Washington, DC",-77.0212860107422,Rasika,False,$$$,4.5,2891,
2273,Mediterranean,Gastropubs,American (New),,38.9153518676758,"Washington, DC",-77.0315475463867,Compass Rose,False,$$,4.0,600,
2274,American (New),Lounges,,,38.9084128488013,"Washington, DC",-77.0318697756855,ChurchKey,False,$$,4.0,1383,
2275,American (New),Breakfast & Brunch,,,38.9098062294871,"Washington, DC",-77.0335950193471,Commissary,False,$$,4.0,1140,
2276,Indian,,,,38.902205,"Washington, DC",-77.002233,Indigo,False,$$,4.5,752,
2277,Noodles,,,,38.91684,"Washington, DC",-77.03254,DC Noodles,False,$$,4.0,591,
2278,Irish Pub,Breakfast & Brunch,,,35.220588,"Charlotte, NC",-80.812271,The Workman's Friend,False,$$,4.5,231,
2279,American (New),Tapas/Small Plates,Cocktail Bars,,35.17101,"Charlotte, NC",-80.84822,Good Food on Montford,False,$$,4.5,709,
2280,Bars,American (Traditional),,,35.1717355947447,"Charlotte, NC",-80.849271453917,The Turnhouse Grille,False,$$,4.5,116,
2281,Southern,American (New),Breakfast & Brunch,,35.2111775622096,"Charlotte, NC",-80.8586042199391,Tupelo Honey,False,$$,4.0,1756,
2282,Barbeque,Smokehouse,American (Traditional),,35.22092,"Charlotte, NC",-80.81485,Midwood Smokehouse,False,$$,4.5,1551,
2283,Korean,Barbeque,Chicken Wings,,35.2192611694336,"Charlotte, NC",-80.8578567504883,Seoul Food Meat Company,False,$$,4.0,931,
2284,Burgers,,,,35.2123718,"Charlotte, NC",-80.8172607,Bang Bang Burgers,False,$$,4.5,617,
2285,American (New),Seafood,Gluten-Free,,35.172673,"Charlotte, NC",-80.849048,Burtons Grill & Bar of Charlotte,False,$$,4.5,289,
2286,Cajun/Creole,Jazz & Blues,Seafood,,35.21449,"Charlotte, NC",-80.82111,Cajun Queen,False,$$,4.0,789,
2287,Mediterranean,American (New),,,35.1991851,"Charlotte, NC",-80.8414488,Kid Cashew,False,$$,4.0,408,
2288,American (New),French,Italian,,35.216586,"Charlotte, NC",-80.822557,The Fig Tree Restaurant,False,$$$,4.5,399,
2289,Peruvian,,,,35.2134205994406,"Charlotte, NC",-80.8260224009839,Viva Chicken,False,$,4.5,880,
2290,Ramen,,,,35.2153789011605,"Charlotte, NC",-80.8554426119171,Futo Buta,False,$$,4.0,1018,
2291,Tapas Bars,Tapas/Small Plates,Wine Bars,,35.21148,"Charlotte, NC",-80.86028,Barcelona Wine Bar Charlotte,False,$$,4.5,55,
2292,Korean,Barbeque,,,35.2190478214665,"Charlotte, NC",-80.8576791733503,Let's Meat Kbbq,False,$$,4.5,258,
2293,Tapas Bars,Cocktail Bars,Gastropubs,,35.22018,"Charlotte, NC",-80.81329,Soul Gastrolounge,False,$$,4.0,984,
2294,Pubs,Sports Bars,American (Traditional),,35.199889,"Charlotte, NC",-80.842288,Lebowski's Neighborhood Grill,False,$$,4.5,407,
2295,Latin American,Mexican,,,35.2162131,"Charlotte, NC",-80.8216897,Sabor Latin Street Grill,False,$,4.5,797,
2296,American (Traditional),,,,35.2031,"Charlotte, NC",-80.82445,Fenwick's,False,$$,4.0,121,
2297,American (New),Wine Bars,,,35.210281,"Charlotte, NC",-80.856636,300 East,False,$$,4.0,689,
2298,Southern,American (New),,,35.224472,"Charlotte, NC",-80.845472,Mimosa Grill,False,$$,4.0,498,
2299,American (New),Sandwiches,American (Traditional),,35.1979022,"Charlotte, NC",-80.8519628,Fran's Filling Station,False,$$,3.5,244,
2300,Vegetarian,Vegan,,,35.2007043,"Charlotte, NC",-80.8426728,Fern,False,$$,4.0,420,
2301,Korean,Barbeque,,,35.2131945,"Charlotte, NC",-80.8590242,Bulgogi Box,False,$$,4.0,148,
2302,Mediterranean,Breakfast & Brunch,,,35.21982,"Charlotte, NC",-80.81502,Bistro La Bon,False,$$,4.0,519,
2303,Salad,Soup,Sandwiches,,35.1998827720121,"Charlotte, NC",-80.8412359308224,The Mayobird,False,$$,4.0,163,
2304,American (New),Wraps,Sandwiches,,35.172761,"Charlotte, NC",-80.849236,Urban Cookhouse,False,$$,4.0,109,
2305,Delis,Pasta Shops,Desserts,,35.16704,"Charlotte, NC",-80.85072,Pasta & Provisions,False,$,4.5,75,
2306,Italian,Venues & Event Spaces,,,35.2098855155106,"Charlotte, NC",-80.8355979085983,Mama Ricotta's,False,$$,4.0,523,
2307,Bars,Southern,,,35.1998271,"Charlotte, NC",-80.8411887,The Summit Room,False,$$,4.0,152,
2308,Bars,Burgers,Beer Gardens,,35.2208073675444,"Charlotte, NC",-80.8169551938772,Moo & Brew,False,$$,4.0,276,
2309,Diners,Breakfast & Brunch,American (Traditional),,35.2195394,"Charlotte, NC",-80.8522865,Midnight Diner,False,$,4.0,742,
2310,Mediterranean,,,,35.17345,"Charlotte, NC",-80.85006,CAVA,False,$$,4.0,55,
2311,American (New),Bars,Breakfast & Brunch,,35.1968338367888,"Charlotte, NC",-80.8260918945122,Napa on Providence,False,$$,4.0,242,
2312,Southern,,,,35.2197368,"Charlotte, NC",-80.8121235,Dish,False,$,4.0,505,
2313,Southern,Chicken Wings,,,35.1708168,"Charlotte, NC",-80.8498426,The Roasting Company,False,$,4.0,309,
2314,American (Traditional),Sports Bars,,,35.17083,"Charlotte, NC",-80.85061,Duckworth's Kitchen & Taphouse,False,$$,4.0,383,
2315,Vietnamese,Asian Fusion,Sushi Bars,,35.1741355,"Charlotte, NC",-80.8509265,CO,False,$$,4.0,374,
2316,American (Traditional),Burgers,Fast Food,,35.1727511337797,"Charlotte, NC",-80.8493591610833,Shake Shack,False,$$,3.5,275,
2317,Breakfast & Brunch,American (Traditional),Bars,,35.1717635,"Charlotte, NC",-80.8062086,Eddie's Place,False,$$,4.0,333,
2318,Burgers,Salad,Bars,,35.19886,"Charlotte, NC",-80.84098,Bad Daddy's Burger Bar,False,$$,4.0,518,
2319,Mediterranean,French,Italian,,35.202113,"Charlotte, NC",-80.824515,Aix en Provence,False,$$$,4.5,55,
2320,Breakfast & Brunch,Southern,Soul Food,,35.1742292692206,"Charlotte, NC",-80.8481419086456,The Flying Biscuit Cafe - Charlotte,False,$$,4.0,608,
2321,Bars,Tapas/Small Plates,,,35.2087,"Charlotte, NC",-80.85857,Dilworth Tasting Room,False,$$,4.5,150,
2322,American (Traditional),,,,35.2202253,"Charlotte, NC",-80.8130959,Coaltrane's Char Grill,False,$,4.5,124,
2323,Korean,Thai,,,35.1720908,"Charlotte, NC",-80.8492932,Hibiscus,False,$$,4.0,193,
2324,Comfort Food,Gastropubs,,,26.122656396567,"Fort Lauderdale, FL",-80.135390999632,The Foxy Brown,False,$$,4.5,1155,
2325,Cocktail Bars,American (New),Breakfast & Brunch,,26.14268,"Fort Lauderdale, FL",-80.13521,Milk Money Bar & Kitchen,False,$$,4.0,348,
2326,Cuban,Sandwiches,Breakfast & Brunch,,26.1360043,"Fort Lauderdale, FL",-80.1444361,925 Nuevo's Cubano's,False,$$,4.5,952,
2327,Mexican,Cocktail Bars,,,26.11958,"Fort Lauderdale, FL",-80.12917,Rocco's Tacos & Tequila Bar,False,$$,4.0,2188,
2328,Italian,Bars,Breakfast & Brunch,,26.1192025244236,"Fort Lauderdale, FL",-80.1324822753668,Louie Bossi's Ristorante Bar Pizzeria,False,$$,4.0,1397,
2329,Peruvian,Latin American,Spanish,,26.11909,"Fort Lauderdale, FL",-80.15064,The Chimney House - Grill & Cafe,False,$$,4.0,348,
2330,Gastropubs,American (New),,,26.11902,"Fort Lauderdale, FL",-80.14002,Royal Pig Pub,False,$$,4.0,887,
2331,Cocktail Bars,Tapas/Small Plates,,,26.1195999,"Fort Lauderdale, FL",-80.14367,Rooftop,False,$$,4.0,180,
2332,Peruvian,Latin American,Seafood,,26.1667839,"Fort Lauderdale, FL",-80.1248232,Inkanto Peruvian Cuisine,False,$$,5.0,358,
2333,Brazilian,,,,26.119782,"Fort Lauderdale, FL",-80.156404,Regina's Farm,False,$$,4.5,72,
2334,American (New),Gluten-Free,Juice Bars & Smoothies,,26.1186064,"Fort Lauderdale, FL",-80.1408521,Beehive Kitchen,False,$$,4.5,165,
2335,Bars,Burgers,Sandwiches,,26.1282825469971,"Fort Lauderdale, FL",-80.1371376,Doc B's Restaurant + Bar,False,$$,4.0,471,
2336,Cajun/Creole,Seafood,,,26.1312504,"Fort Lauderdale, FL",-80.1373138,Shuck 'N Dive,False,$$,4.0,648,
2337,Burgers,American (Traditional),Cocktail Bars,,26.12021,"Fort Lauderdale, FL",-80.14597,ROK:BRGR American Kitchen and Cocktails,False,$$,4.0,993,
2338,Mexican,Cocktail Bars,,,26.11947,"Fort Lauderdale, FL",-80.13465,El Camino,False,$$,4.0,474,
2339,Hawaiian,Japanese,Asian Fusion,,26.1313001698574,"Fort Lauderdale, FL",-80.1374208705946,The Poke House,False,$$,4.5,306,
2340,Cuban,,,,26.140461,"Fort Lauderdale, FL",-80.12061,Padrino's Cuban Cuisine,False,$$,4.5,262,
2341,Mexican,Cocktail Bars,,,26.1202282,"Fort Lauderdale, FL",-80.1458591,Tacocraft Taqueria & Tequila Bar,False,$$,4.0,762,
