,Category 0,Category 1,Category 2,Latitude,Location,Longitude,Name,Out of Business,Price,Rating,Review Count,Happiness Score
1501,Cocktail Bars,Lounges,,38.882907,"Washington, DC",-77.017982,CityBar,False,$$,3.5,33,
1502,Dive Bars,,,35.221305,"Charlotte, NC",-80.817329,The Thirsty Beaver,False,$,4.5,124,
1503,Cocktail Bars,Lounges,,35.226008,"Charlotte, NC",-80.846744,The Cotton Room,False,$$,4.0,41,
1504,Lounges,Sports Bars,,35.2228987,"Charlotte, NC",-80.8331511,Infused,False,$,4.0,36,
1505,Bars,,,35.1968685,"Charlotte, NC",-80.8511758,Bulldog Dilworth,False,$$,4.5,30,
1506,Breweries,,,35.2169988183317,"Charlotte, NC",-80.8571964589996,Wooden Robot Brewery,False,$$,4.5,226,
1507,"Beer, Wine & Spirits",Bars,Beer Gardens,35.2200164,"Charlotte, NC",-80.8568855,Craft Tasting Room and Growler Shop,False,$$,4.5,151,
1508,Irish Pub,Cocktail Bars,,35.22601,"Charlotte, NC",-80.84675,Belfast Mill Irish Pub,False,$,4.5,59,
1509,Sports Bars,Piano Bars,,35.219048,"Charlotte, NC",-80.812575,Petra's Bar,False,$,4.0,37,
1510,Venues & Event Spaces,Cocktail Bars,,35.2127277087423,"Charlotte, NC",-80.8182100000001,The Crunkleton,False,$$,3.5,41,
1511,Sports Bars,Pubs,,35.2259712,"Charlotte, NC",-80.8467026,Courtyard Hooligans,False,$,4.5,43,
1512,Irish Pub,Breakfast & Brunch,,35.220588,"Charlotte, NC",-80.812271,The Workman's Friend,False,$$,4.5,231,
1513,Arcades,Bars,Venues & Event Spaces,35.22248,"Charlotte, NC",-80.85642,Palmer St,False,$$,4.5,34,
1514,Pubs,American (Traditional),,35.2194462829444,"Charlotte, NC",-80.81205890164,Thomas Street Tavern,False,$,4.0,175,
1515,Bars,Music Venues,,35.219977,"Charlotte, NC",-80.8132486,Snug Harbor,False,$,4.5,62,
1516,Pubs,Sports Bars,American (Traditional),35.199889,"Charlotte, NC",-80.842288,Lebowski's Neighborhood Grill,False,$$,4.5,407,
1517,Cocktail Bars,American (New),,35.174491,"Charlotte, NC",-80.847836,Dot Dot Dot,False,$$,4.0,128,
1518,Bars,Tapas/Small Plates,,35.2087,"Charlotte, NC",-80.85857,Dilworth Tasting Room,False,$$,4.5,150,
1519,Lounges,,,35.2168065,"Charlotte, NC",-80.8382539,City Lights Rooftop,False,$$,3.0,61,
1520,Tapas Bars,Cocktail Bars,Gastropubs,35.22018,"Charlotte, NC",-80.81329,Soul Gastrolounge,False,$$,4.0,984,
1521,Beer Bar,Wine Bars,Brewpubs,35.21841,"Charlotte, NC",-80.85633,Hoppin',False,$,4.0,89,
1522,Irish,Irish Pub,,35.20979,"Charlotte, NC",-80.85936,Tyber Creek Pub,False,$$,4.0,160,
1523,"Beer, Wine & Spirits",Beer Bar,,35.2229396430406,"Charlotte, NC",-80.8323510736227,1st Ward Beverage,False,$$,4.5,9,
1524,Pubs,American (New),Whiskey Bars,35.219227,"Charlotte, NC",-80.810975,Whiskey Warehouse,False,$$,3.5,304,
1525,Bars,Hotels,,35.2222217695177,"Charlotte, NC",-80.8474207296968,SoCo Bar,False,$$,4.5,2,
1526,Beer Bar,Wine Bars,,35.220352146174,"Charlotte, NC",-80.8169672638178,The Hop Shop,False,$$,4.5,24,
1527,Bars,Southern,,35.1998271,"Charlotte, NC",-80.8411887,The Summit Room,False,$$,4.0,152,
1528,Desserts,Bars,Cupcakes,35.22538,"Charlotte, NC",-80.84201,Kandy Bar,False,$$,2.5,60,
1529,Tapas Bars,Tapas/Small Plates,Wine Bars,35.21148,"Charlotte, NC",-80.86028,Barcelona Wine Bar Charlotte,False,$$,4.5,55,
1530,Breweries,,,35.21842,"Charlotte, NC",-80.81303,Legion Brewing,False,$$,4.5,125,
1531,Beer Bar,,,35.2129204,"Charlotte, NC",-80.8595277,Pop the Top Craft Beer Shop,False,$$,5.0,32,
1532,Bars,Burgers,Beer Gardens,35.2208073675444,"Charlotte, NC",-80.8169551938772,Moo & Brew,False,$$,4.0,276,
1533,Dive Bars,,,35.2041397094727,"Charlotte, NC",-80.801383972168,Smokey Joe's Cafe,False,$$,4.5,25,
1534,American (Traditional),Sports Bars,,35.17083,"Charlotte, NC",-80.85061,Duckworth's Kitchen & Taphouse,False,$$,4.0,383,
1535,Breweries,,,35.221062,"Charlotte, NC",-80.815571,Pilot Brewing,False,$,4.5,36,
1536,Hookah Bars,Music Venues,,35.1720913,"Charlotte, NC",-80.8492887,Barreled At The Lift,False,$$,4.0,74,
1537,Lounges,,,35.2165985107422,"Charlotte, NC",-80.8565444946289,Apostrophe Lounge,False,$,3.5,12,
1538,Sports Bars,Country Clubs,Pubs,35.2200799812422,"Charlotte, NC",-80.8046227374182,Midwood Country Club,False,$,4.5,12,
1539,Breweries,,,35.2250152485106,"Charlotte, NC",-80.8212492679569,Catawba Brewing,False,$$,4.5,74,
1540,Venues & Event Spaces,Bars,Music Venues,35.22538,"Charlotte, NC",-80.84201,Rooftop 210,False,$$,2.5,67,
1541,Bars,American (Traditional),,35.1717355947447,"Charlotte, NC",-80.849271453917,The Turnhouse Grille,False,$$,4.5,116,
1542,Bars,Breakfast & Brunch,American (New),35.2121915222779,"Charlotte, NC",-80.8183855665483,Caswell Station,False,$$,4.0,67,
1543,Music Venues,,,35.2190349479347,"Charlotte, NC",-80.8136238902807,The Rabbit Hole,False,$$,4.0,8,
1544,American (Traditional),Dive Bars,Chicken Wings,35.1710855416705,"Charlotte, NC",-80.8470091,Moosehead Grill,False,$$$$,3.5,163,
1545,American (New),Tapas Bars,Beer Gardens,35.2206108,"Charlotte, NC",-80.8173398,Pint Central,False,$$,4.0,197,
1546,Speakeasies,,,26.11963,"Fort Lauderdale, FL",-80.1443,The Hideaway,False,$$,4.5,17,
1547,Bars,Arcades,,26.135323329654,"Fort Lauderdale, FL",-80.1389445744268,Glitch Bar,False,$,4.5,116,
1548,Music Venues,Cocktail Bars,Lounges,26.12645,"Fort Lauderdale, FL",-80.13794,Rhythm & Vine,False,$$,4.0,217,
1549,Lounges,,,26.12279,"Fort Lauderdale, FL",-80.13591,The Wilder,False,$$$,4.5,95,
1550,Bars,Music Venues,,26.120287,"Fort Lauderdale, FL",-80.14661,Original Fat Cat's,False,$,4.5,141,
1551,Cocktail Bars,Tapas/Small Plates,,26.1195999,"Fort Lauderdale, FL",-80.14367,Rooftop,False,$$,4.0,180,
1552,Bars,,,26.12095,"Fort Lauderdale, FL",-80.14588,Booze Garden,False,$$,4.0,58,
1553,Dive Bars,Beer Bar,,26.1347042156331,"Fort Lauderdale, FL",-80.1412116933392,Laser Wolf,False,$$,4.5,210,
1554,Beer Gardens,,,26.11987,"Fort Lauderdale, FL",-80.1437399,Township FTL,False,$$,4.5,138,
1555,Lounges,Music Venues,Dance Clubs,26.12111,"Fort Lauderdale, FL",-80.14608,Stache Drinking Den + Coffee Bar,False,$$,4.0,202,
1556,Cocktail Bars,Lounges,Music Venues,26.13455,"Fort Lauderdale, FL",-80.14156,27 Bar & Lounge,False,$$,4.0,42,
1557,Cocktail Bars,American (Traditional),,26.11979,"Fort Lauderdale, FL",-80.14711,Apothecary 330,False,$$,4.0,145,
1558,Music Venues,Lounges,Venues & Event Spaces,26.11956,"Fort Lauderdale, FL",-80.14386,Cash Only Bar,False,$$,4.0,39,
1559,Bars,,,26.1208801,"Fort Lauderdale, FL",-80.1461716,Poor House,False,$,4.0,50,
1560,American (New),Bars,,26.11958,"Fort Lauderdale, FL",-80.13196,Flight 19,False,$$,4.0,59,
1561,Cocktail Bars,American (New),Breakfast & Brunch,26.14268,"Fort Lauderdale, FL",-80.13521,Milk Money Bar & Kitchen,False,$$,4.0,348,
1562,Beer Bar,,,26.13544,"Fort Lauderdale, FL",-80.1393499,Beer Punx,False,$$,4.5,28,
1563,Lounges,Tobacco Shops,,26.1136819972673,"Fort Lauderdale, FL",-80.1434813439846,Downtown Cigar Bar,False,$$,5.0,52,
1564,Cajun/Creole,Bars,Tapas/Small Plates,26.11957,"Fort Lauderdale, FL",-80.12947,The Balcony,False,$$,3.5,235,
1565,Breweries,,,26.1324239326933,"Fort Lauderdale, FL",-80.1416388552773,Invasive Species Brewing,False,$$,4.5,87,
1566,Lounges,,,26.1195087432861,"Fort Lauderdale, FL",-80.1305541992188,Macabi Havana Lounge,False,$$,4.5,17,
1567,Lounges,Cafes,,26.1285528385452,"Fort Lauderdale, FL",-80.144747110663,Next Door at C&I,False,$,4.5,17,
1568,Breweries,,,26.1385974258048,"Fort Lauderdale, FL",-80.1352316730053,Khoffner Brewery,False,$,4.5,95,
1569,Wine Bars,Lounges,,26.137313,"Fort Lauderdale, FL",-80.121264,Modern Sixties Wine Lounge,False,$$,4.5,63,
1570,Dive Bars,,,26.1367435455322,"Fort Lauderdale, FL",-80.1208038330078,Kim's Alley Bar,False,$,4.0,46,
1571,Breweries,Pubs,,26.1294638824309,"Fort Lauderdale, FL",-80.1378587633371,Flagler Village Brewery,False,$$,4.0,3,
1572,Cocktail Bars,Lounges,,26.15705,"Fort Lauderdale, FL",-80.13763,Drynk Bar & Lounge,False,$$,4.5,46,
1573,Thrift Stores,Beer Bar,"Used, Vintage & Consignment",26.142189,"Fort Lauderdale, FL",-80.1383972,Oddballs Nifty Thrift,False,$,5.0,71,
1574,American (New),Cocktail Bars,Sushi Bars,26.1276686,"Fort Lauderdale, FL",-80.1372151,Good Spirits Fifth & Fed,False,$$,4.0,179,
1575,Mexican,Cocktail Bars,,26.11947,"Fort Lauderdale, FL",-80.13465,El Camino,False,$$,4.0,474,
1576,Dive Bars,Music Venues,,26.12021,"Fort Lauderdale, FL",-80.14621,Lucky's Tavern,False,$$,3.5,22,
1577,American (New),Pizza,Cocktail Bars,26.1193857,"Fort Lauderdale, FL",-80.1368236,Big City Tavern,False,$$,4.0,850,
1578,Hookah Bars,Sushi Bars,Lounges,26.1234683990479,"Fort Lauderdale, FL",-80.1371002197266,Posh Lounge,False,$$,4.5,142,
1579,Dance Clubs,American (Traditional),Bars,26.1210099656681,"Fort Lauderdale, FL",-80.1463143081411,America's Backyard,False,$$,3.0,187,
1580,Mexican,Cocktail Bars,,26.11958,"Fort Lauderdale, FL",-80.12917,Rocco's Tacos & Tequila Bar,False,$$,4.0,2188,
1581,American (New),Sports Bars,Beer Bar,26.129287,"Fort Lauderdale, FL",-80.137818,The Brass Tap,False,$$,3.5,260,
1582,American (New),Lounges,,26.1192849,"Fort Lauderdale, FL",-80.140074,YOLO,False,$$,3.5,941,
1583,Bars,American (Traditional),Breakfast & Brunch,26.119522,"Fort Lauderdale, FL",-80.135564,American Social Ft. Lauderdale,False,$$,3.5,490,
1584,Wine Bars,Lounges,Music Venues,26.15557,"Fort Lauderdale, FL",-80.13902,YULE Holiday Lounge,False,$$,5.0,8,
1585,Breweries,Gastropubs,,26.1146271109609,"Fort Lauderdale, FL",-80.1457601747812,Tarpon River Brewing,False,$$,4.5,202,
1586,Irish Pub,,,26.1660604,"Fort Lauderdale, FL",-80.1176033,Kelly Brothers Irish Pub,False,$$,4.0,50,
1587,Wine Bars,,,26.11957,"Fort Lauderdale, FL",-80.133358,Vinos On Las Olas,False,$$,4.5,159,
1588,Bars,Burgers,Sandwiches,26.1282825469971,"Fort Lauderdale, FL",-80.1371376,Doc B's Restaurant + Bar,False,$$,4.0,471,
1589,Gay Bars,,,26.14618,"Fort Lauderdale, FL",-80.14041,Ramrod Fort Lauderdale,False,$,3.5,41,
1590,Italian,Bars,Breakfast & Brunch,26.1192025244236,"Fort Lauderdale, FL",-80.1324822753668,Louie Bossi's Ristorante Bar Pizzeria,False,$$,4.0,1397,
1591,American (New),Cocktail Bars,Breakfast & Brunch,47.6155010022786,"Seattle, WA",-122.349802245912,Some Random Bar,False,$$,4.5,830,
1592,Cocktail Bars,Speakeasies,,47.6132,"Seattle, WA",-122.34484,Bathtub Gin & Co,False,$$,4.0,888,
1593,Lounges,Cocktail Bars,,47.62460938971,"Seattle, WA",-122.32560712946,Sol Liquor Lounge,False,$$,4.5,354,
1594,American (New),Cocktail Bars,,47.60888,"Seattle, WA",-122.34036,Radiator Whiskey,False,$$,4.5,1121,
1595,Cocktail Bars,Lounges,,47.62335,"Seattle, WA",-122.33621,Bar Moxy,False,$$,4.0,6,
1596,Lounges,Cocktail Bars,Speakeasies,47.61324,"Seattle, WA",-122.3166,Needle and Thread,False,$$$,4.0,385,
1597,Lounges,,,47.60326,"Seattle, WA",-122.33687,The Forge Lounge,False,$,4.5,98,
1598,Cocktail Bars,,,47.6142234802246,"Seattle, WA",-122.327613830566,Foreign National,False,$$,4.5,165,
1599,Cocktail Bars,Beer Bar,Pubs,47.61271,"Seattle, WA",-122.31891,Dark Bar,False,$$,4.0,51,
1600,Cocktail Bars,Wine Bars,Lounges,47.6142149,"Seattle, WA",-122.3249563,The Belmont Lounge,False,$$,4.5,43,
1601,Latin American,Cocktail Bars,,47.6205229206831,"Seattle, WA",-122.339955445147,Gold Bar,False,$$,4.5,46,
1602,Lounges,,,47.6138,"Seattle, WA",-122.34486,Rabbit Hole,False,$,4.0,211,
1603,Cocktail Bars,Lounges,,47.5991768,"Seattle, WA",-122.3334771,The Pharmacy,False,$$,4.5,36,
1604,Cocktail Bars,Desserts,,47.6168122,"Seattle, WA",-122.3274386,Pie Bar,False,$$,4.5,1285,
1605,American (New),Bars,Salad,47.62289,"Seattle, WA",-122.33876,re:public,False,$$,4.0,507,
1606,Cocktail Bars,Venues & Event Spaces,Ice Cream & Frozen Yogurt,47.60159,"Seattle, WA",-122.33312,The Bar Shoppe & Lounge,False,$$,5.0,47,
1607,Lounges,Karaoke,,47.60946,"Seattle, WA",-122.32548,The Hideout,False,$$,4.0,267,
1608,Cocktail Bars,Speakeasies,Filipino,47.61691,"Seattle, WA",-122.32762,Knee High Stocking,False,$$,4.0,800,
1609,Cocktail Bars,American (New),Gastropubs,47.6001331964882,"Seattle, WA",-122.331512211336,Good Bar,False,$$,4.0,153,
1610,Bars,Korean,Chinese,47.59863,"Seattle, WA",-122.32298,Dynasty Room,False,$,4.5,43,
1611,Mini Golf,Pubs,Beer Bar,47.6001501516853,"Seattle, WA",-122.331142,Flatstick Pub - Pioneer Square,False,$$,4.5,307,
1612,American (New),Cocktail Bars,Mediterranean,47.6083803,"Seattle, WA",-122.3414779,Zig Zag Cafe,False,$$,4.5,972,
1613,American (New),Lounges,Dive Bars,47.6142899,"Seattle, WA",-122.31757,Unicorn,False,$$,4.0,977,
1614,Sports Clubs,American (Traditional),Cocktail Bars,47.61157,"Seattle, WA",-122.3353,SPIN Seattle,False,$$,4.0,109,
1615,Dive Bars,Arcades,,47.61383,"Seattle, WA",-122.34493,Shorty's,False,$,4.0,611,
1616,Dive Bars,,,47.6256141662598,"Seattle, WA",-122.352981567383,Streamline Tavern,False,$,4.0,51,
1617,Bars,Arcades,Pool Halls,47.6132599,"Seattle, WA",-122.34381,Jupiter Bar,False,$$,4.0,74,
1618,American (New),Speakeasies,Cocktail Bars,47.65219,"Seattle, WA",-122.35267,The Backdoor,False,$$,4.0,255,
1619,Scottish,British,Whiskey Bars,47.613081,"Seattle, WA",-122.343676,The Whisky Bar,False,$$,4.0,506,
1620,Dive Bars,Cocktail Bars,,47.6179347,"Seattle, WA",-122.3262903,Montana,False,$,4.0,179,
1621,Lounges,Cocktail Bars,,47.61203,"Seattle, WA",-122.34165,Pennyroyal Bar,False,$$,4.0,92,
1622,Lounges,Wine Bars,Tapas Bars,47.6259,"Seattle, WA",-122.35855,The Sitting Room,False,$$,4.0,293,
1623,American (New),Cocktail Bars,,47.61127,"Seattle, WA",-122.31657,Canon,False,$$,4.0,803,
1624,Southern,Cocktail Bars,,47.6225508133524,"Seattle, WA",-122.320680460381,Witness,False,$$,4.5,722,
1625,Pubs,Cocktail Bars,,47.61833,"Seattle, WA",-122.326,Hillside Bar,False,$,4.0,63,
1626,Cocktail Bars,Lounges,,47.6384373754263,"Seattle, WA",-122.356688976288,Little O Bar & Lounge,False,$$,5.0,7,
1627,Dive Bars,,,47.6167,"Seattle, WA",-122.32729,Speckled & Drake,False,$,4.5,36,
1628,Beer Bar,"Beer, Wine & Spirits",Tabletop Games,47.618669,"Seattle, WA",-122.346080844143,TeKu Tavern,False,$$,4.0,116,
1629,Bars,Breakfast & Brunch,Salad,47.6182418,"Seattle, WA",-122.3372749,The Lobby Bar,False,$$,4.5,12,
1630,Cocktail Bars,American (New),Tapas/Small Plates,47.6011167,"Seattle, WA",-122.3340814,Damn the Weather,False,$$,4.0,401,
1631,Lounges,Cocktail Bars,,47.6126,"Seattle, WA",-122.33867,Suite 410,False,$$,4.0,195,
1632,Barbeque,Bars,American (Traditional),47.626012,"Seattle, WA",-122.3390033,Cask & Trotter,False,$$,4.0,517,
1633,Lounges,Venues & Event Spaces,,47.6038409978981,"Seattle, WA",-122.331916093826,Polar Bar,False,$$,4.0,96,
1634,Bars,American (New),,47.6222538,"Seattle, WA",-122.3368959,Local Public Eatery,False,$$,4.0,279,
1635,American (New),Cocktail Bars,,47.615721,"Seattle, WA",-122.340266,2120,False,$$,4.0,204,
1636,Cocktail Bars,Spanish,Portuguese,47.60825,"Seattle, WA",-122.34073,JarrBar,False,$$,4.5,90,
1637,Lounges,Cocktail Bars,,47.61478,"Seattle, WA",-122.34655,Rob Roy,False,$$,4.0,361,
1638,Bars,,,41.7587013244629,"Aurora, IL",-88.3193740844727,The Web Tavern,False,$,4.5,14,
1639,American (New),Sports Bars,Irish Pub,41.739407,"Aurora, IL",-88.288249,O'Malley's Pub and Eatery,False,$$,4.0,60,
1640,Bars,,,41.76416015625,"Aurora, IL",-88.3025970458984,Luxie Club,False,$,4.5,2,
1641,Bars,American (New),Pool Halls,41.738529,"Aurora, IL",-88.287544,Rudy's Place,False,$,4.0,12,
1642,Bars,American (New),,41.760647,"Aurora, IL",-88.308817,Two Brothers Roundhouse,False,$$,3.5,568,
1643,Pubs,Karaoke,Burgers,41.7819729,"Aurora, IL",-88.3088151,Black Door Pub,False,$,2.5,15,
1644,Irish Pub,,,41.7593783061814,"Aurora, IL",-88.3149821466028,Ballydoyle Irish Pub,False,$$,3.0,231,
1645,Dive Bars,,,41.77089,"Aurora, IL",-88.3005,Phoenix Club,False,$,4.0,6,
1646,Dive Bars,,,41.7749979,"Aurora, IL",-88.306491,DeKing's Tavern,False,$,3.5,5,
1647,Bars,,,41.7563496530056,"Aurora, IL",-88.3116801828146,Miss Lees,False,$,2.5,2,
1648,Casinos,Music Venues,Buffets,41.759303,"Aurora, IL",-88.313367,Hollywood Casino Aurora,False,$$$$,2.0,129,
1649,Pizza,Sports Bars,American (Traditional),41.7930737882853,"Aurora, IL",-88.2820518314838,Mike & Denise's Pizzaria & Pub,False,$$,3.5,91,
1650,Sports Bars,,,41.7904663085938,"Aurora, IL",-88.2832107543945,The End Zone,False,$,3.0,12,
1651,DJs,Karaoke,Photo Booth Rentals,42.15917,"Aurora, IL",-87.96061,Advanced DJ's & Karaoke Services,False,$,4.5,6,
1652,Dive Bars,,,46.871223,"Missoula, MT",-113.996195,The Rhino,False,$,4.0,46,
1653,Dive Bars,,,46.87369,"Missoula, MT",-113.99268,Charlie's Bar,False,$,4.5,35,
1654,Breweries,Bars,Music Venues,46.8780265,"Missoula, MT",-114.0034974,Draught Works Brewery,False,$,4.5,66,
1655,Bars,Breweries,Distilleries,46.8702553021851,"Missoula, MT",-113.996254205704,Montgomery Distillery,False,$$,4.5,77,
1656,Sports Bars,Breweries,American (Traditional),46.8709667728939,"Missoula, MT",-113.997316360474,Tamarack Brewing Company,False,$$,4.0,467,
1657,Bars,American (Traditional),,46.87511,"Missoula, MT",-113.99317,James Bar,False,$$,4.0,122,
1658,Irish,Irish Pub,Sports Bars,46.873695,"Missoula, MT",-113.994239,The Thomas Meagher Bar,False,$$,3.5,59,
1659,Bars,Music Venues,American (New),46.8705892,"Missoula, MT",-113.9962439,Top Hat,False,$$,4.0,114,
1660,"Beer, Wine & Spirits",Dive Bars,,46.8766326904297,"Missoula, MT",-113.995178222656,Silver Dollar Bar,False,$,4.0,7,
1661,Bars,,,46.8750799,"Missoula, MT",-113.99306,Al & Vic's Bar,False,$,4.0,18,
1662,Cocktail Bars,Wine Bars,American (New),46.872736,"Missoula, MT",-113.993209,Plonk,False,$$$,4.5,186,
1663,Bars,,,46.87022,"Missoula, MT",-113.99608,Stockman's Bar & Lunch,False,$,3.0,9,
1664,Bars,,,46.8721913,"Missoula, MT",-113.9958505,Monk's Bar,False,$,3.5,4,
1665,Breweries,,,46.8766439895479,"Missoula, MT",-114.009629040956,Imagine Nation Brewing,False,$$,4.5,34,
1666,Bars,Music Venues,,46.87084,"Missoula, MT",-113.99252,Union Club Bar,False,$,3.5,7,
1667,Breweries,,,46.86573,"Missoula, MT",-113.9985,KettleHouse Brewing Co. - Southside,False,$,4.5,55,
1668,Bars,Burgers,,46.871272,"Missoula, MT",-113.995896,Missoula Club,False,$,4.0,59,
1669,American (Traditional),Pubs,Burgers,46.8744697570801,"Missoula, MT",-113.993011474609,The Iron Horse Brew Pub,False,$$,3.5,226,
1670,Bars,,,46.87255859375,"Missoula, MT",-113.993301391602,Feruqi's,False,$,4.0,5,
1671,Breweries,German,,46.8726,"Missoula, MT",-114.02005,Bayern Brewing,False,$,4.0,59,
1672,Breweries,,,46.87766,"Missoula, MT",-113.9948,KettleHouse Brewing Co.,False,$,4.0,37,
1673,Sports Bars,,,46.8719539,"Missoula, MT",-113.9961606,Reds Bar,False,$,3.5,9,
1674,Sports Bars,,,46.8719814,"Missoula, MT",-113.9961426,Bodega,False,$,3.0,11,
1675,Music Venues,Burgers,Casinos,46.854095,"Missoula, MT",-114.01544,Sunrise Saloon And Casino,False,$,3.0,8,
1676,Bars,Veterans Organizations,Community Service/Non-Profit,46.8717651367188,"Missoula, MT",-113.99764251709,VFW Post 209,False,$,3.0,4,
1677,Bars,Tapas/Small Plates,American (New),46.85355,"Missoula, MT",-114.01395,Rumour,False,$$,3.5,85,
1678,Pizza,Sports Bars,,46.8686370849609,"Missoula, MT",-113.983360290527,Press Box,False,$$,2.5,32,
1679,Pubs,American (New),Burgers,46.874057858635,"Missoula, MT",-113.99345967072,The Old Post,False,$$,3.5,84,
1680,Dive Bars,,,46.8717939290462,"Missoula, MT",-113.995993601671,The Badlander,False,$$,2.0,6,
1681,Bars,,,46.868522644043,"Missoula, MT",-113.993576049805,Brooks & Browns,False,$$,3.0,18,
1682,Barbeque,Beer Bar,,46.8711283,"Missoula, MT",-113.9974945,The Notorious PIG BBQ,False,$$,4.5,359,
1683,French,American (New),Wine Bars,46.869338,"Missoula, MT",-113.992779,Pearl Cafe,False,$$$,4.5,150,
1684,Chicken Wings,American (Traditional),Sports Bars,46.8891126662493,"Missoula, MT",-114.041355550289,Buffalo Wild Wings,False,$$,3.0,46,
1685,Pool Halls,Dive Bars,Sports Bars,33.747125,"Santa Ana, CA",-117.8677749,Mission Bar,False,$,4.5,106,
1686,Cocktail Bars,,,33.7478772,"Santa Ana, CA",-117.8689607,Vacation Bar,False,$$,4.5,224,
1687,Bars,Dance Clubs,Venues & Event Spaces,33.746886612391,"Santa Ana, CA",-117.869586311281,The Copper Door,False,$$,4.0,498,
1688,Bars,,,33.748286086775,"Santa Ana, CA",-117.866100780666,Recess,False,$,4.0,71,
1689,Arcades,Bars,,33.74931,"Santa Ana, CA",-117.8673,Mission Control,False,$$,4.0,139,
1690,Beer Gardens,,,33.748232,"Santa Ana, CA",-117.8652571,Native Son Alehouse,False,$$,4.0,264,
1691,Lounges,Dance Clubs,,33.7466037,"Santa Ana, CA",-117.8695951,Proof Bar,False,$$,3.5,528,
1692,Pubs,Gastropubs,Beer Bar,33.7480691936927,"Santa Ana, CA",-117.864650920763,Wursthaus,False,$$,4.5,632,
1693,American (New),Tapas/Small Plates,Bars,33.747816,"Santa Ana, CA",-117.865741,Playground,False,$$,4.5,2971,
1694,American (New),Gastropubs,Breweries,33.7463625005684,"Santa Ana, CA",-117.869548089802,"Congregation Ale House Chapters - Santa Ana, CA",False,$$,4.5,46,
1695,Sports Bars,,,33.7148484455985,"Santa Ana, CA",-117.885304801152,Las Vegas Bar,False,$,4.0,9,
1696,Cocktail Bars,Tapas/Small Plates,American (New),33.74733,"Santa Ana, CA",-117.8679,Mix Mix Kitchen Bar,False,$$,4.5,420,
1697,Bars,,,33.7258723294408,"Santa Ana, CA",-117.855704830289,StageCoach Bar,False,$,5.0,3,
1698,American (New),Cocktail Bars,,33.7479456259564,"Santa Ana, CA",-117.871066105933,Fleenor's On 4th,False,$$,4.5,132,
1699,Bars,Mexican,,33.7471449668775,"Santa Ana, CA",-117.869961071237,El Indio Botanas y Cerveza,False,$,4.5,121,
1700,Bars,Breakfast & Brunch,Tapas/Small Plates,33.747029906236,"Santa Ana, CA",-117.86944180727,Chapter One: the modern local,False,$$,3.5,2267,
1701,Bars,American (New),Breakfast & Brunch,33.7473238259554,"Santa Ana, CA",-117.866561114788,Eat Chow,False,$$,4.5,443,
1702,Dance Clubs,Gay Bars,,33.7478351,"Santa Ana, CA",-117.8713179,Velvet Lounge,False,$$,4.0,581,
1703,Bars,American (New),,33.7083549499512,"Santa Ana, CA",-117.859519958496,Malone's Bar and Grill,False,$,3.0,85,
1704,Breweries,,,33.74828,"Santa Ana, CA",-117.87014,The Good Beer Company,False,$,4.0,127,
1705,British,Pubs,Fish & Chips,33.759840451633,"Santa Ana, CA",-117.88130706146,The Olde Ship,False,$$,4.0,655,
1706,Mexican,Tapas/Small Plates,Cocktail Bars,33.7472417994316,"Santa Ana, CA",-117.865418135513,El Mercado Modern Cuisine,False,$$,4.0,236,
1707,American (Traditional),Bars,Venues & Event Spaces,33.7452,"Santa Ana, CA",-117.86789,Original Mike's,False,$$,3.0,421,
1708,Vegetarian,Breakfast & Brunch,Bars,33.7461971610733,"Santa Ana, CA",-117.869540889244,Gypsy Den,False,$$,3.5,983,
1709,Mexican,Karaoke,Beer Bar,33.7155533,"Santa Ana, CA",-117.8708131,Las Gueritas,False,$$,4.0,40,
1710,Bars,Dance Clubs,Music Venues,33.7452049255371,"Santa Ana, CA",-117.867889404297,Retrospect/The Wreck hall night @ original mikes,False,$$,3.0,6,
1711,Seafood,Mexican,Bars,33.7484512329102,"Santa Ana, CA",-117.869415283203,Hector's On Broadway,False,$$,2.5,158,
1712,American (New),Cocktail Bars,,33.715676,"Santa Ana, CA",-117.870527,Casa Del Rey,False,$,2.0,3,
1713,Lounges,,,33.6853943,"Santa Ana, CA",-117.8762512,Butterfly Lounge,False,$$,5.0,1,
1714,Music Venues,Dance Clubs,Venues & Event Spaces,33.74751,"Santa Ana, CA",-117.86523,Yost Theater,False,$$,3.0,438,
1715,Karaoke,,,33.7466049,"Santa Ana, CA",-117.8695984,Karaoke Monday At Proof Bar,False,$,1.0,1,
1716,Dance Clubs,Bars,DJs,33.8091812,"Santa Ana, CA",-117.9745865,Mexico De Noche,False,$$$,2.0,38,
1717,DJs,Karaoke,,33.95564,"Santa Ana, CA",-118.35063,DJ LU1G1,False,$$,5.0,4,
1718,Karaoke,Musicians,,32.71931,"Santa Ana, CA",-117.16342,Rock Out Karaoke,False,$,4.5,48,
1719,Bars,,,42.358355,"Boston, MA",-71.062686,21st Amendment,False,$$,4.0,379,
1720,Beer Bar,Seafood,Wine Bars,42.34982,"Boston, MA",-71.07062,Moon Bar,False,$$,4.0,61,
1721,Dive Bars,Pubs,,42.35076,"Boston, MA",-71.05837,The Corner Pub,False,$,4.5,102,
1722,Dive Bars,,,42.35465,"Boston, MA",-71.05374,Biddy Early's,False,$,4.5,232,
